timestamp,vehicle_id,battery_voltage,alarm_level,towing_status,ignition_status,vibration
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,5,0.0,0.0,2.5
,103,66.5,0,1.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,1.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,5,0.0,0.0,2.5
,102,66.5,0,0.0,0.0,0.0
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,3,0.0,0.0,1.5
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,1.0,0.0,0.0
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,1.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,1.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,5,0.0,0.0,2.5
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,5,0.0,0.0,2.5
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,5,0.0,0.0,2.5
,102,66.5,0,0.0,0.0,0.0
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,5,0.0,0.0,2.5
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,5,0.0,0.0,2.5
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,5,0.0,0.0,2.5
,101,66.5,0,0.0,0.0,0.0
,102,66.5,5,0.0,0.0,2.5
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,1.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,1.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,1.0,0.0,0.0
,101,66.5,5,0.0,0.0,2.5
,102,66.5,5,0.0,0.0,2.5
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,5,0.0,0.0,2.5
,102,66.5,0,1.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,1.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,5,0.0,0.0,2.5
,101,66.0,5,0.0,0.0,2.5
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,1.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,1.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,5,0.0,0.0,2.5
,102,66.0,0,0.0,0.0,0.0
,103,66.0,5,0.0,0.0,2.5
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,5,0.0,0.0,2.5
,103,66.0,5,0.0,0.0,2.5
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,1.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,0,0.0,0.0,0.0
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,1.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,5,0.0,0.0,2.5
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,1.0,0.0,0.0
,103,62.0,5,0.0,0.0,2.5
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,1.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,5,0.0,0.0,2.5
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,5,0.0,0.0,2.5
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,1.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,1.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,5,0.0,0.0,2.5
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,62.0,0,0.0,0.0,0.0
,103,62.0,0,0.0,0.0,0.0
,104,62.0,0,0.0,0.0,0.0
,101,62.0,0,0.0,0.0,0.0
,102,60.0,0,0.0,0.0,0.0
,103,60.0,0,0.0,0.0,0.0
,104,60.0,0,0.0,0.0,0.0
,101,60.0,0,0.0,0.0,0.0
,102,60.0,0,0.0,0.0,0.0
,103,66.0,3,0.0,0.0,1.5
,104,66.0,0,0.0,0.0,0.0
,101,66.0,0,1.0,0.0,0.0
,102,66.0,0,0.0,0.0,0.0
,103,66.0,5,0.0,0.0,2.5
,104,66.5,0,0.0,0.0,0.0
,101,66.5,0,0.0,0.0,0.0
,102,66.5,0,0.0,0.0,0.0
,103,66.5,0,0.0,0.0,0.0
,104,65.5,3,0.0,0.0,1.5
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,5,0.0,0.0,2.5
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,1.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,5,0.0,0.0,2.5
,102,65.5,0,1.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,5,0.0,0.0,2.5
,103,65.5,0,1.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
,103,65.5,0,0.0,0.0,0.0
,104,65.5,0,0.0,0.0,0.0
,101,65.5,0,0.0,0.0,0.0
,102,65.5,0,0.0,0.0,0.0
